"id_parceiro","nome_fantasia","razao_social","cnpj_parceiro","id_status","status_parceiro","desc_segmento_pri","desc_segmento_sec","desc_segmento_manuais","desc_segmento_alt","dt_ativacao","dt_fim_onboarding","id_franquia","nome_franquia","id_regional","regional_franquia","tpv_meta","vendas_meta","tpv","vlr_cashback","vendas","usuarios_unicos","perc_tpv","perc_venda","ticket_medio","vendas_usuarios","receita_p_transacao","nv_engaj_score","nv_engajamento"
45765,supermercado vitoria,giorafa comercio de generos alimenticios ltda,39871994000157,2,ativo,mercado,acougues,,mercado,2024-07-03,2024-08-02,121,PATO BRANCO,11,CENTRO SUL,1600,40,2987.86,58.559999999999995,66,19,1.8674125000000001,1.65,157.25578947368422,3.473684210526316,45.27060606060606,1.7152237499999998,diamante
46053,otica b&b vision word,gonzalez e sanchez ltda,41719159000148,2,ativo,otica,oticas,,otica,2024-07-16,2024-08-15,358,RIO BRANCO,13,EQUATORIAL,3400,8,5872.5,589.05,9,8,1.7272058823529413,1.125,734.0625,1.125,652.5,1.3056617647058824,diamante
46359,vila mercado,ivan lopes serafim ltda,36609009000141,2,ativo,mercado,supermercado,,mercado,2024-07-20,2024-08-19,163,CORNELIO PROCOPIO,11,CENTRO SUL,1600,40,620.7700000000001,12.14,13,6,0.38798125000000006,0.325,103.46166666666669,2.1666666666666665,47.751538461538466,0.343894375,bronze
46474,supermercado paraty,heitor denobi,24062778000193,2,ativo,mercado,supermercado,,mercado,2024-07-25,2024-08-24,116,LONDRINA,11,CENTRO SUL,1600,40,4388.629999999999,120.15,94,75,2.7428937499999995,2.35,58.515066666666655,1.2533333333333334,46.68755319148935,2.467868125,diamante
47471,tuti mais,p cardozo de freitas supermercado,43176117000133,2,ativo,mercado,acougues,,mercado,2024-08-20,2024-09-19,309,VILA VELHA,12,COSTA LESTE,1600,40,61.64,1.61,3,2,0.038525000000000004,0.075,30.82,1.5,20.546666666666667,0.0640575,bronze
48648,restaurante estacao central,terezinha monteiro de andrade 04481376660,23976071000120,2,ativo,alimentacao,restaurantes,,alimentacao,2024-09-24,2024-10-24,172,RIBEIRAO DAS NEVES,15,SAO PAULO MINAS,440,20,526.0,28.21,18,12,1.1954545454545455,0.9,43.833333333333336,1.5,29.22222222222222,0.9886363636363636,ouro
48831,farmacia capim limao,ana isabel bozzola silva,461615000115,2,ativo,farmacia,farmacia de manipulacao,,farmacia,2024-09-23,2024-10-23,809,SAO JOAO DA BOA VISTA,14,INTERIOR,720,12,323.8,16.189999999999998,3,3,0.44972222222222225,0.25,107.93333333333334,1.0,107.93333333333334,0.3099166666666666,bronze
48835,ki delicia,claudio de jesus serafim,34329315000107,2,ativo,alimentacao,lanchonetes,,alimentacao,2024-10-01,2024-10-31,85,PRAIA GRANDE,14,INTERIOR,440,20,1833.8200000000002,138.81,84,54,4.167772727272728,4.2,33.95962962962963,1.5555555555555556,21.83119047619048,4.190331818181818,diamante
49135,otica alto grau,eleuzis ennio de moraes junior,36533299000197,2,ativo,otica,oticas,,otica,2024-10-09,2024-11-08,199,VESPASIANO,15,SAO PAULO MINAS,3400,8,3910.0,195.5,5,5,1.15,0.625,782.0,1.0,782.0,0.7825,prata
49217,e massa,leandro de sousa viana 83027238515,39982321000174,2,ativo,alimentacao,bares,,alimentacao,2024-10-08,2024-11-07,230,SALVADOR CABULA,12,COSTA LESTE,440,20,65.0,3.25,1,1,0.14772727272727273,0.05,65.0,1.0,65.0,0.07931818181818182,bronze
56886,farmacia santa paula,gama & vicentin ltda,58087909000370,2,ativo,farmacia,farmacia de manipulacao,,farmacia,2025-06-05,2025-07-05,48,ARARAQUARA,14,INTERIOR,720,12,66.0,6.6,2,2,0.09166666666666666,0.16666666666666666,33.0,1.0,33.0,0.14416666666666667,bronze
332,tempero do centro,murilo bachega da silva restaurante,42093988000120,4,cancelado,alimentacao,restaurantes,,alimentacao,2022-02-25,2022-03-27,84,RIBEIRAO PRETO,14,INTERIOR,440,20,9.58,0.48,1,1,0.021772727272727273,0.05,9.58,1.0,9.58,0.04153181818181818,bronze
914,mr. chickens,a. f. m. moreira lanchonete,27974789000138,4,cancelado,alimentacao,lanchonetes,,alimentacao,2022-06-13,2022-07-13,3,BRAGANCA PAULISTA,15,SAO PAULO MINAS,440,20,266.33,15.22,7,6,0.6052954545454545,0.35,44.38833333333333,1.1666666666666667,38.04714285714285,0.4265886363636363,bronze
1088,manipulife,m.a.mazzi,3436370000164,4,cancelado,,farmacias,,outros,2022-07-27,2022-08-26,70,INDAIATUBA,14,INTERIOR,320,12,140.5,14.05,1,1,0.4390625,0.08333333333333333,140.5,1.0,140.5,0.19005208333333332,bronze
2037,ba mecanica auto center,marcos pereira branco,31434990000108,4,cancelado,outros,outros,"{'suspensao','troca de oleo','mecanica'}",outros,2022-08-19,2022-09-18,158,LAGES,11,CENTRO SUL,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
2353,pizza prime - chapeco,pizzaria fontana ltda,36571079000158,4,cancelado,alimentacao,pizzarias,"{'a la carte','pizza','deliverypizza','pizza doce','rodizio de pizza','pizza salgada','pizzaprime','pizzaria'}",alimentacao,2022-09-21,2022-10-21,152,CHAPECO,11,CENTRO SUL,440,20,95.8,4.79,2,1,0.2177272727272727,0.1,95.8,2.0,47.9,0.1353181818181818,bronze
2718,boteco pimenta,aspicuelta dance beber ltda,34308808000152,4,cancelado,alimentacao,bares,,alimentacao,,,204,PINHEIROS (ZONA LESTE),15,SAO PAULO MINAS,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
2722,hamana sushi,jose ronaldo da silva eireli,27658493000108,2,ativo,alimentacao,comida japonesa,"{'rodizio','rodizio comida japonesa'}",alimentacao,2022-10-04,2022-11-03,104,TABOAO DA SERRA,15,SAO PAULO MINAS,440,20,291.3,23.47,2,2,0.6620454545454546,0.1,145.65,1.0,145.65,0.2686136363636364,bronze
2946,cdt cartao de todos -aracruz,administradora de clube de vantagens da familia aracruz eireli - me,23532850000136,0,inserido,outros,outros,,outros,,,315,ARACRUZ,12,COSTA LESTE,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
3498,marronzinhu's delivery,pedro salvador de araujo 11717709958,48080051000105,4,cancelado,alimentacao,bebidas,"{'almoco','bebidas','cerveja gelada','comida brasileira','delivery','lanches','pasteis','salgados','sucos'}",alimentacao,2022-11-04,2022-12-04,127,UMUARAMA,11,CENTRO SUL,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
3584,midgard steak burguer,kedma maria barros ramalho 29034604349,41250237000108,2,ativo,alimentacao,lanchonetes,"{'sucos','fast food','delicia','hambuergueria','preco baixo'}",alimentacao,2022-11-18,2022-12-18,254,IMPERATRIZ,13,EQUATORIAL,440,20,409.0,68.69999999999999,8,5,0.9295454545454546,0.4,81.8,1.6,51.125,0.5588636363636363,prata
3784,auto posto araujo e goes,auto posto araujo e goes ltda,14706407000143,2,ativo,combustivel,combustivel,,combustivel,2022-12-13,2023-01-12,69,ITAPETININGA,14,INTERIOR,480,12,330.23,33.019999999999996,4,3,0.6879791666666667,0.3333333333333333,110.07666666666667,1.3333333333333333,82.5575,0.4397270833333333,bronze
4746,cafe dom lucas,cafe dom lucas,20340248000109,4,cancelado,alimentacao,cafeterias,,alimentacao,2023-01-11,2023-02-10,365,ARAGUAINA,14,INTERIOR,440,20,106.0,11.5,5,3,0.2409090909090909,0.25,35.333333333333336,1.6666666666666667,21.2,0.24727272727272726,bronze
5044,a pioneira um show de variedades,lojas a pioneira ltda,11461395000146,2,ativo,outros,outros,"{'panelas','quadros','brinquedos e artigos recreativos','flores','bazar'}",outros,2023-01-31,2023-03-02,149,VIAMAO,11,CENTRO SUL,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
10686,braseiro espetos,luciano nogueira 05210562921,46444239000151,4,cancelado,alimentacao,acai,"{'espetos','espeto de coracao','o melhor espeto','espeto de carne','espeto de frango'}",alimentacao,2023-02-13,2023-03-15,123,PARANAGUA,11,CENTRO SUL,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
12402,restaurante comida de mae,restaurante comida de mae ltda,36353099000152,4,cancelado,alimentacao,restaurantes,,alimentacao,2023-02-25,2023-03-27,191,BH-VENDA NOVA,15,SAO PAULO MINAS,440,20,686.4699999999999,41.949999999999996,23,12,1.5601590909090908,1.15,57.205833333333324,1.9166666666666667,29.84652173913043,1.2730477272727272,diamante
14654,hamburgueria imperio,andre baptista martins pereira 32994590824,37182538000174,2,ativo,alimentacao,restaurantes,,alimentacao,2023-03-25,2023-04-24,83,REGISTRO,14,INTERIOR,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
14915,caravelas restaurante,jh santos da rocha,32954948000172,2,ativo,alimentacao,restaurantes,,alimentacao,2023-05-23,2023-06-22,95,SAO VICENTE,14,INTERIOR,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
15671,bonna massa pizzaria,marcone joe das chagas pizzaria,34657994000135,4,cancelado,alimentacao,restaurantes,,alimentacao,2023-04-26,2023-05-26,217,SANTA CRUZ DO CAPIBARIBE,13,EQUATORIAL,440,20,1076.0,53.800000000000004,14,11,2.4454545454545453,0.7,97.81818181818181,1.2727272727272727,76.85714285714286,1.2236363636363634,diamante
16247,marmitas fit - espaco day santana,dayane maria santana faga,33926986000184,4,cancelado,alimentacao,restaurantes,,alimentacao,2023-05-10,2023-06-09,21,ITAIM PAULISTA,15,SAO PAULO MINAS,440,20,1500.0,150.0,3,2,3.409090909090909,0.15,750.0,1.5,500.0,1.1277272727272727,diamante
16545,bombachiando goiana,jose vicente da silva 29139503453,44218706000108,2,ativo,alimentacao,lanchonetes,,alimentacao,2023-05-16,2023-06-15,218,GOIANA,13,EQUATORIAL,440,20,169.0,8.45,4,4,0.3840909090909091,0.2,42.25,1.0,42.25,0.2552272727272727,bronze
19969,mada rodrigues studio hair,maria madalena rodrigues pereira,38418031000130,4,cancelado,outros,outros,,outros,2023-07-15,2023-08-14,156,JARAGUA DO SUL,11,CENTRO SUL,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
8578,sets paulista,sets paulista tupa comercio de bebidas ltda,44305080000169,0,inserido,alimentacao,bebidas,"{'adega','bebidas','cerveja gelada','emporio','chop'}",alimentacao,,,98,TUPA,14,INTERIOR,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
13579,tulipas estetica,guilherme de amaral pereira 01500889148,32617782000107,4,cancelado,outros,outros,,outros,2023-03-21,2023-04-20,337,APARECIDA DE GOIANIA,14,INTERIOR,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
13962,emporio de comidas - shopping uniao de osasco,ljr servicos de alimentacao ltda,40399302000107,4,cancelado,alimentacao,restaurantes,,alimentacao,2023-04-13,2023-05-13,5,CAPELA DO SOCORRO,15,SAO PAULO MINAS,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
14189,viena restaurante pizzaria,dublin restaurante e pizzaria,14785567000125,4,cancelado,alimentacao,restaurantes,,alimentacao,,,160,SAO JOSE,11,CENTRO SUL,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
14617,supermercado gaste menos e leve mais,claudete a de azevedo baldacin,67595595000146,4,cancelado,mercado,supermercado,,mercado,2023-03-28,2023-04-27,56,COSMOPOLIS,14,INTERIOR,1600,40,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
14688,passaredo cam pituba,cam passaredo otica ltda,40147364000113,4,cancelado,,oticas,,outros,2023-04-13,2023-05-13,227,SALVADOR CENTRO,12,COSTA LESTE,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
14827,restaurante bom apetite,gibarcetti alimentos ltda,434734000189,4,cancelado,alimentacao,restaurantes,,alimentacao,2023-04-04,2023-05-04,310,CACHOEIRO DE ITAPEMIRIM,12,COSTA LESTE,440,20,511.25,25.57,14,8,1.1619318181818181,0.7,63.90625,1.75,36.517857142857146,0.8385795454545454,prata
15850,pocao magica farmacia de manipulacao,arte magistral farmacia de manipulacao ltda,4764485000140,2,ativo,farmacia,farmacia de manipulacao,,farmacia,2023-04-29,2023-05-29,16,GUAIANASES,15,SAO PAULO MINAS,720,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
15854,restaurante da maria,maria jose mendes,7321723000131,2,ativo,alimentacao,bares,,alimentacao,2023-04-28,2023-05-28,187,POUSO ALEGRE,15,SAO PAULO MINAS,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
17089,otica persona (matriz),otica persona ltda matriz,85095271000120,4,cancelado,,oticas,,outros,2023-05-24,2023-06-23,116,LONDRINA,11,CENTRO SUL,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
17325,espetinhos barriga na brasa,lucio apoleio sa barreto soub neto,11944986000174,4,cancelado,alimentacao,restaurantes,,alimentacao,2023-05-26,2023-06-25,239,ILHEUS,12,COSTA LESTE,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
17695,posto cali,diniz diniz ltda,1432174000277,2,ativo,combustivel,combustivel,,combustivel,2023-06-01,2023-07-01,266,AQUIRAZ,13,EQUATORIAL,480,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
19245,ms representacoes,marcio jose dos santos,17611896000148,4,cancelado,outros,outros,,outros,2023-07-06,2023-08-05,46,AMPARO,14,INTERIOR,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
20652,academia panobianco,r. c. academia de ginastica ltda,35505640000138,2,ativo,academia,outros,,academia,2023-08-17,2023-09-16,42,JABAQUARA,15,SAO PAULO MINAS,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
28440,churrascaria e restaurante cabanos grill,ad. astra restaurante e churrascaria ltda,39826588000172,2,ativo,alimentacao,restaurantes,,alimentacao,2023-12-12,2024-01-11,368,BARCARENA,13,EQUATORIAL,440,20,104.0,5.2,5,5,0.23636363636363636,0.25,20.8,1.0,20.8,0.2459090909090909,bronze
39660,tsunami,tsunami,78246026000101,9,pendente pagamento,outros,outros,{'alimentacao'},outros,,,,,,,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
41277,nino supermercado,evandro oraci martins me,1652400000306,2,ativo,mercado,acougues,,mercado,2024-03-29,2024-04-28,155,ITAJAI,11,CENTRO SUL,1600,40,951.0700000000002,16.46,11,5,0.5944187500000001,0.275,190.21400000000003,2.2,86.46090909090911,0.37082562500000005,bronze
44148,otica visao de todos - paulista,dias e santos ltda,53618312000120,2,ativo,otica,oticas,,otica,2024-05-11,2024-06-10,375,PAULISTA,13,EQUATORIAL,3400,8,14341.720000000001,430.26,30,29,4.218152941176471,3.75,494.5420689655173,1.0344827586206897,478.05733333333336,3.8904458823529415,diamante
44898,studio slava,g.l.f.rocha ltda,49545422000131,4,cancelado,,estetica,,outros,2024-06-13,2024-07-13,269,ACARAU,13,EQUATORIAL,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
45443,otica cataguases,otica cataguases ltda,41729765000144,2,ativo,otica,oticas,,otica,2024-06-25,2024-07-25,181,CATAGUASES,15,SAO PAULO MINAS,3400,8,240.0,24.0,2,2,0.07058823529411765,0.25,120.0,1.0,120.0,0.19617647058823529,bronze
46721,t-sushi,wellington ferreira maciel,50117093000107,2,ativo,alimentacao,saudavel,,alimentacao,2024-08-06,2024-09-05,14,FERRAZ DE VASCONCELOS,15,SAO PAULO MINAS,440,20,781.4,39.08,16,12,1.7759090909090909,0.8,65.11666666666666,1.3333333333333333,48.8375,1.0927727272727272,diamante
47782,la fontana pizzaria e restaurante,la fontana pizzaria e restaurante ltda,7726617000138,2,ativo,alimentacao,restaurantes,,alimentacao,2024-08-30,2024-09-29,365,ARAGUAINA,14,INTERIOR,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
48637,otica confianca,antonio marinho cordeiro junior ltda,45889694000289,2,ativo,otica,oticas,,otica,2024-09-24,2024-10-24,206,CARUARU,13,EQUATORIAL,3400,8,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
49614,braseiro show,c. da silva oliveira restaurante,10680191000133,4,cancelado,alimentacao,bares,,alimentacao,2024-10-22,2024-11-21,294,BELFORD ROXO,12,COSTA LESTE,440,20,1578.4299999999998,80.85000000000001,44,28,3.5873409090909085,2.2,56.372499999999995,1.5714285714285714,35.873409090909085,2.6162022727272722,diamante
49872,farmaformula,lessa felix farma ltda,11412578000333,2,ativo,farmacia,farmacia de manipulacao,,farmacia,2024-10-23,2024-11-22,348,MARABA,13,EQUATORIAL,720,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
50187,andreazza desvio rizo - caxias do sul,irmaos andreazza ltda,1132478001452,2,ativo,mercado,supermercado,,mercado,2024-10-31,2024-11-30,133,CAXIAS DO SUL,11,CENTRO SUL,1600,40,1496.1799999999998,51.53,23,7,0.9351124999999999,0.575,213.73999999999998,3.2857142857142856,65.05130434782608,0.6830337499999999,prata
51049,oticas central,oticas central sao mateus ltda,57056923000182,2,ativo,otica,oticas,,otica,2024-11-23,2024-12-23,313,GURIRI,12,COSTA LESTE,3400,8,4278.0,439.0,10,8,1.2582352941176471,1.25,534.75,1.25,427.8,1.252470588235294,diamante
51150,restaurante lirio do campo,restaurante lirio do campo de resende ltda,4728674000168,2,ativo,alimentacao,restaurantes,,alimentacao,2024-11-28,2024-12-28,304,RESENDE,12,COSTA LESTE,440,20,1977.8,99.95,74,18,4.495,3.7,109.87777777777778,4.111111111111111,26.727027027027027,3.9385,diamante
52967,embalagens alternancy,alternancy comercio de embalagens ltda,4369866000125,2,ativo,outros,outros,,outros,2025-02-03,2025-03-05,102,VARZEA PAULISTA,15,SAO PAULO MINAS,320,12,1711.34,217.51,141,133,5.3479375,11.75,12.867218045112782,1.0601503759398496,12.137163120567376,9.829381249999999,diamante
54215,otica respect,pfs comercio e servicos opticos ltda,57238179000137,2,ativo,otica,oticas,,otica,2025-03-17,2025-04-16,8,CASA VERDE,15,SAO PAULO MINAS,3400,8,8056.0,402.8,15,14,2.3694117647058826,1.875,575.4285714285714,1.0714285714285714,537.0666666666667,2.0233235294117646,diamante
54286,skyfit campo grande,ideg academias de ginastica ltda,54891451000195,2,ativo,academia,academia,,academia,2025-03-29,2025-04-28,1172,CAMPINAS NOROESTE,14,INTERIOR,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
55276,bazar da quinze,m.s.c. santos empreiteira de mao de obra ltda,30379659000161,2,ativo,outros,outros,,outros,2025-04-28,2025-05-28,95,SAO VICENTE,14,INTERIOR,320,12,18.0,0.36,2,2,0.05625,0.16666666666666666,9.0,1.0,9.0,0.13354166666666667,bronze
55856,recanto caseiro restaurante,recanto caseiro restaurante ltda,31422657000170,2,ativo,alimentacao,restaurantes,,alimentacao,2025-05-09,2025-06-08,367,RIO VERDE,14,INTERIOR,440,20,909.47,45.47,31,10,2.066977272727273,1.55,90.947,3.1,29.337741935483873,1.7050931818181818,diamante
57022,bodega gourmet,a&s nascimentos ltda,60158733000180,2,ativo,alimentacao,lanchonetes,,alimentacao,2025-06-09,2025-07-09,213,RECIFE AFOGADOS,13,EQUATORIAL,440,20,862.5200000000001,112.13,26,24,1.9602727272727274,1.3,35.93833333333334,1.0833333333333333,33.173846153846156,1.498081818181818,diamante
901,liber postos,liber comercio de combustiveis e derivados de petroleo ltda,29335625000196,2,ativo,combustivel,conveniencia,,combustivel,2022-06-21,2022-07-21,196,PARA DE MINAS,15,SAO PAULO MINAS,480,12,1163.96,27.200000000000003,18,10,2.424916666666667,1.5,116.396,1.8,64.66444444444444,1.777475,diamante
2349,nutrivale pet shop e aquarismo,mariana amadio agropecuaria,18141920000195,4,cancelado,,pets,"{'aquarismo','racoes','pet shop'}",outros,2022-09-01,2022-10-01,70,INDAIATUBA,14,INTERIOR,320,12,212.7,6.38,5,4,0.6646875,0.4166666666666667,53.175,1.25,42.54,0.49107291666666664,bronze
2560,queiroz refeicoes,evandro de queiroz cordeiro,33910136000198,4,cancelado,alimentacao,restaurantes,,alimentacao,2022-11-10,2022-12-10,28,MAUA,15,SAO PAULO MINAS,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
2746,savatore burger,savatore restaurante eireli,39717141000165,4,cancelado,alimentacao,restaurantes,,alimentacao,2022-10-08,2022-11-07,21,ITAIM PAULISTA,15,SAO PAULO MINAS,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
2817,styllus supermercados,comercial styllus center de aruja ltda,18454571000161,2,ativo,mercado,supermercado,"{'mercados','supermercados','supermercado'}",mercado,2022-10-13,2022-11-12,1,ARUJA,15,SAO PAULO MINAS,1600,40,3893.51,71.23,40,20,2.4334437500000003,1.0,194.6755,2.0,97.33775,1.430033125,diamante
2845,mercearia oliveira,grenda de oliveira monteiro,36444454000107,4,cancelado,mercado,supermercado,"{'alimentos','mercearia'}",mercado,2022-10-04,2022-11-03,144,RIO GRANDE,11,CENTRO SUL,1600,40,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
3112,cdt cartao de todos -ribeirao das neves,administradora de cartao de todos ribeirao das neves,29469684000157,2,ativo,outros,outros,,outros,2022-12-02,2023-01-01,172,RIBEIRAO DAS NEVES,15,SAO PAULO MINAS,320,12,127.5,127.5,2,2,0.3984375,0.16666666666666666,63.75,1.0,63.75,0.23619791666666665,bronze
3771,vox fitness,ar2 fitness eireli,22730095000131,4,cancelado,academia,outros,"{'melhor preco','bomatendimento','pilates','musculacao','personal'}",academia,2022-12-14,2023-01-13,112,CURITIBA - PINHEIRINHO,11,CENTRO SUL,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
6035,connect english study,connect escola de idiomas ltda,26810414000170,4,cancelado,outros,outros,"{'cursos presenciais','escola de idiomas','cursos a distancia'}",outros,2023-01-25,2023-02-24,108,CAMPO LARGO,11,CENTRO SUL,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
10324,otica avenida,c estrela,30079836000194,4,cancelado,otica,oticas,,otica,2023-02-10,2023-03-12,369,JI-PARANA,11,CENTRO SUL,3400,8,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
15010,verde limao,natalia sartorio silveira,36157722000100,2,ativo,alimentacao,restaurantes,,alimentacao,2023-04-18,2023-05-18,73,LINS,14,INTERIOR,440,20,2.0,1.05,1,1,0.004545454545454545,0.05,2.0,1.0,2.0,0.03636363636363636,bronze
15409,lima materiais para construcao,silva gomes materiais para construcao,44394814000123,4,cancelado,,materiais de construcao,,outros,,,380,AGUAS LINDAS DE GOIAS,14,INTERIOR,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
15770,studio bruna cardoso,bruna cristieli cardoso pflugseder 03510327039,22969367000150,9,pendente pagamento,,estetica,,outros,,,137,MFMN LAJEADO,11,CENTRO SUL,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
15969,restaurante & pizzaria freguesia,nova rainha restaurante pizzaria e esfiharia ltda,49780499000196,0,inserido,alimentacao,restaurantes,,alimentacao,,,15,FREGUESIA DO O,15,SAO PAULO MINAS,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
18807,supera fisioterapia e pilates,supera fisioterapia e pilates ltda,42451421000189,2,ativo,outros,outros,,outros,2023-06-27,2023-07-27,323,VARZEA GRANDE,11,CENTRO SUL,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
19499,seivaflora,seivafloraseiva flora fabricacao e manipulacao de medicamentos e complementos alimentares ltda,5091893000141,2,ativo,farmacia,farmacia de manipulacao,,farmacia,2023-08-02,2023-09-01,81,MOCOCA,14,INTERIOR,720,12,305.95,30.6,4,4,0.42493055555555553,0.3333333333333333,76.4875,1.0,76.4875,0.3608125,bronze
21161,devenetta burger,devenetta burger ltda,36625922000131,2,ativo,alimentacao,lanchonetes,,alimentacao,2023-08-30,2023-09-29,226,VITORIA DA CONQUISTA,12,COSTA LESTE,440,20,358.61,17.93,5,4,0.8150227272727273,0.25,89.6525,1.25,71.72200000000001,0.4195068181818182,bronze
21543,supermercado avenida,v m da cruz supermercados,24332484000134,2,ativo,mercado,supermercado,,mercado,2023-08-24,2023-09-23,219,VITORIA DE SANTO ANTAO,13,EQUATORIAL,1600,40,1217.87,15.15,18,9,0.76116875,0.45,135.31888888888886,2.0,67.65944444444443,0.543350625,prata
21713,manilife pharma,hc farmacia de manipulacao ltda,7531198000189,2,ativo,farmacia,farmacia de manipulacao,,farmacia,2023-08-24,2023-09-23,14,FERRAZ DE VASCONCELOS,15,SAO PAULO MINAS,720,12,150.0,15.0,1,1,0.20833333333333334,0.08333333333333333,150.0,1.0,150.0,0.12083333333333332,bronze
21741,jd produtos naturais,juliete espirito santo dantas,26345075000106,2,ativo,alimentacao,saudavel,,alimentacao,2023-08-25,2023-09-24,208,JABOATAO DOS GURARAPES,13,EQUATORIAL,440,20,417.67,28.49,24,18,0.94925,1.2,23.20388888888889,1.3333333333333333,17.402916666666666,1.124775,diamante
3811,barbearia miller,barbearia miller ltda,47212866000120,4,cancelado,,estetica,"{'corte de cabelo','shampoo','homem barbado','barba','lavagemdecabelos','barbeiro'}",outros,2022-12-20,2023-01-19,237,CAMACARI,12,COSTA LESTE,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
7716,mr. hoppy umuarama,l de carvalho & cia ltda,47048937000109,4,cancelado,alimentacao,bares,,alimentacao,2023-02-22,2023-03-24,127,UMUARAMA,11,CENTRO SUL,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
8483,espaco green,lidiane carina dalla antonia,26346962000190,4,cancelado,alimentacao,saudavel,{'vitaminas e suplementos'},alimentacao,2023-02-24,2023-03-26,89,SAO CARLOS,14,INTERIOR,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
12996,espaco lara pereto,espaco lara pereto,38093836000150,2,ativo,outros,outros,{'salao de beleza'},outros,2023-03-03,2023-04-02,63,FRANCO DA ROCHA,14,INTERIOR,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
15227,restaurante casa blanca,casa blanca churrascaria ltda,60368578000127,2,ativo,alimentacao,restaurantes,,alimentacao,2023-04-26,2023-05-26,70,INDAIATUBA,14,INTERIOR,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
15790,farmacia sempre bem,maria valberlene lucas da fonseca,45352025000192,2,ativo,farmacia,farmacias,,farmacia,2023-06-29,2023-07-29,263,RUSSAS,13,EQUATORIAL,720,12,1323.8899999999999,96.39,26,14,1.838736111111111,2.1666666666666665,94.56357142857142,1.8571428571428572,50.91884615384615,2.0682874999999994,diamante
17102,pizzaria florencio,luccas cordeiro alves florencio,49057142000184,4,cancelado,alimentacao,pizzarias,,alimentacao,,,83,REGISTRO,14,INTERIOR,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
